51145,1000717,單 515號以下,odd;<NUMBER:515
51153,1000717,單 517號以上,odd;>NUMBER:517
51145,1000717,雙 520號以下,even;<NUMBER:520
51153,1000717,雙 522號以上,even;>NUMBER:522
