30042,1001801,單 101號以下,odd;<NUMBER:101
30042,1001802,單 103號至 153號,odd;~NUMBER:103:153
30042,1001802,單 163號以上,odd;>NUMBER:163
30042,1001801,雙 110號以下,even;<NUMBER:110
30042,1001802,雙 112巷至 170號,even;~LANE:112:170
30042,1001802,雙 172號以上,even;>NUMBER:172
