70449,6703400,單 161號以下,odd;<NUMBER:161
70456,6703400,單 163號至 225號,odd;~NUMBER:163:225
70457,6703400,單 227號以上,odd;>NUMBER:227
70449,6703400,雙 200號以下,even;<NUMBER:200
70457,6703400,雙 202號以上,even;>NUMBER:202
