10086,6300500,單 129號以下,odd;<NUMBER:129
10087,6300500,單 131號以上,odd;>NUMBER:131
10086,6300500,雙 154號以下,even;<NUMBER:154
10087,6300500,雙 156號以上,even;>NUMBER:156
