80776,6400500,單 171號以下,odd;<NUMBER:171
80777,6400500,單 173號至 349號,odd;~NUMBER:173:349
80776,6400500,雙 142號以下,even;<NUMBER:142
80777,6400500,雙 144號至 310號,even;~NUMBER:144:310
