80052,6400600,單 185號以下,odd;<NUMBER:185
80054,6400600,雙 182號以下,even;<NUMBER:182
80750,6400500,單 187號至 203號,odd;~NUMBER:187:203
80750,6400500,雙 184號至 220號,even;~NUMBER:184:220
