80766,6400500,單 237號以下,odd;<NUMBER:237
80765,6400500,單 239號至 289號,odd;~NUMBER:239:289
80764,6400500,單 291號至 799號,odd;~NUMBER:291:799
80763,6400500,單 801號至 875號,odd;~NUMBER:801:875
80761,6400500,單 877號以上,odd;>NUMBER:877
80766,6400500,雙 218號以下,even;<NUMBER:218
80765,6400500,雙 220號至 720號,even;~NUMBER:220:720
80763,6400500,雙 722號以上,even;>NUMBER:722
