40668,6600800,單  39號以下,odd;<NUMBER:39
40669,6600800,單  51號至  83號,odd;~NUMBER:51:83
40668,6600800,雙  60號以下,even;<NUMBER:60
40669,6600800,雙  68號至 108號,even;~NUMBER:68:108
