70145,6703200,全,all
71041,6703100,單   3號以下,odd;<NUMBER:3
71060,6703100,單   5號以上,odd;>NUMBER:5
71041,6703100,雙  30號以下,even;<NUMBER:30
71060,6703100,雙  32號以上,even;>NUMBER:32
