11070,6300200,單  79號以下,odd;<NUMBER:79
11069,6300200,單  81號至 161號,odd;~NUMBER:81:161
11087,6300200,單 163號以上,odd;>NUMBER:163
11070,6300200,雙 100號以下,even;<NUMBER:100
11063,6300200,雙 102號至 268號,even;~NUMBER:102:268
11087,6300200,雙 270號以上,even;>NUMBER:270
