61351,1001002,單  81號以下,odd;<NUMBER:81
61341,1001002,單  83號至 263號,odd;~NUMBER:83:263
61351,1001002,雙  22號以下,even;<NUMBER:22
61341,1001002,雙  24號至  62號,even;~NUMBER:24:62
61345,1001002,雙  70號以上,even;>NUMBER:70
