30051,1001802,單  59號以下,odd;<NUMBER:59
30045,1001802,單  61號至 199號,odd;~NUMBER:61:199
30056,1001802,單 201號以上,odd;>NUMBER:201
30051,1001802,雙  64號以下,even;<NUMBER:64
30045,1001802,雙  66號至 196號,even;~NUMBER:66:196
30056,1001802,雙 198號以上,even;>NUMBER:198
