33861,6800500,單 109號以下,odd;<NUMBER:109
33848,6800500,單 111號以上,odd;>NUMBER:111
33861,6800500,雙 110號以下,even;<NUMBER:110
33848,6800500,雙 112號以上,even;>NUMBER:112
