24146,6500200,單  83號以下,odd;<NUMBER:83
24147,6500200,單  85號至 117號,odd;~NUMBER:85:117
24145,6500200,單 119號至 161號,odd;~NUMBER:119:161
24162,6500200,單 163號以上,odd;>NUMBER:163
24146,6500200,雙  88號以下,even;<NUMBER:88
24147,6500200,雙  90號至 132號,even;~NUMBER:90:132
24145,6500200,雙 134號至 140號,even;~NUMBER:134:140
24162,6500200,雙 142號以上,even;>NUMBER:142
