40752,6600600,單 151號以下,odd;<NUMBER:151
40753,6600600,單 161號至 213號,odd;~NUMBER:161:213
40743,6600600,單 227號至 343號,odd;~NUMBER:227:343
40752,6600600,雙  68號以下,even;<NUMBER:68
40753,6600600,雙  72號至 136之   1號,even;~NUMBER:72:136之1
40743,6600600,雙 142號至 308號,even;~NUMBER:142:308
