82059,6401900,單 175號以下,odd;<NUMBER:175
82058,6401900,單 177號以上,odd;>NUMBER:177
82059,6401900,雙 398號以下,even;<NUMBER:398
82058,6401900,雙 400號以上,even;>NUMBER:400
