80651,6400900,單 103號以下,odd;<NUMBER:103
80656,6400900,單 105號以上,odd;>NUMBER:105
80651,6400900,雙 100號以下,even;<NUMBER:100
80656,6400900,雙 102號以上,even;>NUMBER:102
