43450,6602500,單 151號以下,odd;<NUMBER:151
43452,6602500,單 153號以上,odd;>NUMBER:153
43450,6602500,雙 148號以下,even;<NUMBER:148
43452,6602500,雙 150號以上,even;>NUMBER:150
