70268,6703300,單  35號以下,odd;<NUMBER:35
70248,6703300,單  37號以上,odd;>NUMBER:37
70268,6703300,雙  44號以下,even;<NUMBER:44
70248,6703300,雙  46號以上,even;>NUMBER:46
