33862,6800500,單 157號以下,odd;<NUMBER:157
33843,6800500,單 159號至 271之   6號,odd;~NUMBER:159:271之6
33853,6800500,單 273號以上,odd;>NUMBER:273
33862,6800500,雙 158號以下,even;<NUMBER:158
33843,6800500,雙 160號至 274之  15號,even;~NUMBER:160:274之15
33853,6800500,雙 276號以上,even;>NUMBER:276
