11577,6300900,單  59號以下,odd;<NUMBER:59
11562,6300900,單  61號至  89號,odd;~NUMBER:61:89
11567,6300900,單 125號至 191號,odd;~NUMBER:125:191
11559,6300900,單 193號以上,odd;>NUMBER:193
11577,6300900,雙  34號以下,even;<NUMBER:34
11562,6300900,雙  36號至 126號,even;~NUMBER:36:126
11575,6300900,雙 128號至 138號,even;~NUMBER:128:138
11567,6300900,雙 140號以上,even;>NUMBER:140
