35151,1000505,單  31號以下,odd;<NUMBER:31
35155,1000505,單  33號至  95號,odd;~NUMBER:33:95
35151,1000505,雙  36號以下,even;<NUMBER:36
35155,1000505,雙  38號至 176號,even;~NUMBER:38:176
