10093,6300500,　   1號至   1之   2號,~NUMBER:1:1之2
10092,6300500,單   3號以上,odd;>NUMBER:3
10093,6300500,雙   4號以下,even;<NUMBER:4
10092,6300500,雙   6號以上,even;>NUMBER:6
