91347,1001305,單 391號以下,odd;<NUMBER:391
91341,1001305,單 393號以上,odd;>NUMBER:393
91347,1001305,雙 516號以下,even;<NUMBER:516
91341,1001305,雙 518巷以上,even;>LANE:518
