80462,6400200,單 325號以下,odd;<NUMBER:325
80462,6400200,雙 312號以下,even;<NUMBER:312
81355,6400300,單 329號以上,odd;>NUMBER:329
81355,6400300,雙 316號以上,even;>NUMBER:316
