10489,6300400,單  63號以下,odd;<NUMBER:63
10488,6300400,單  65號至  91號,odd;~NUMBER:65:91
10489,6300400,雙  42號以下,even;<NUMBER:42
10488,6300400,雙  44號至  60號,even;~NUMBER:44:60
