40349,6600400,單 397號以下,odd;<NUMBER:397
40351,6600400,單 399號至 481號,odd;~NUMBER:399:481
40353,6600400,單 587號以上,odd;>NUMBER:587
40349,6600400,雙 400號以下,even;<NUMBER:400
40351,6600400,雙 402號至 464號,even;~NUMBER:402:464
40353,6600400,雙 558號以上,even;>NUMBER:558
