43747,6601100,單  81號以下,odd;<NUMBER:81
43749,6601100,單 123號至 215號,odd;~NUMBER:123:215
43754,6601100,單 251號以上,odd;>NUMBER:251
43747,6601100,雙 106號以下,even;<NUMBER:106
43749,6601100,雙 146號至 172號,even;~NUMBER:146:172
43754,6601100,雙 230號以上,even;>NUMBER:230
