70844,6703600,單 319號以下,odd;<NUMBER:319
70848,6703600,單 321號以上,odd;>NUMBER:321
70844,6703600,雙 280號以下,even;<NUMBER:280
70848,6703600,雙 282號以上,even;>NUMBER:282
