40355,6600400,單  79號以下,odd;<NUMBER:79
40355,6600400,雙  62號以下,even;<NUMBER:62
40443,6600500,單  81號以上,odd;>NUMBER:81
40443,6600500,雙  64巷以上,even;>LANE:64
