70047,6703700,單 127號以下,odd;<NUMBER:127
70052,6703700,單 129號以上,odd;>NUMBER:129
70047,6703700,雙 158號以下,even;<NUMBER:158
70052,6703700,雙 160號以上,even;>NUMBER:160
