22167,6501100,全,all
24257,6500500,　   1號,=NUMBER:1
24260,6500500,單   3號以上,odd;>NUMBER:3
24257,6500500,雙  14號以下,even;<NUMBER:14
24260,6500500,雙  16巷以上,even;>LANE:16
