10672,6300300,單  75號以下,odd;<NUMBER:75
10671,6300300,單  77號以上,odd;>NUMBER:77
10672,6300300,雙 104號以下,even;<NUMBER:104
10671,6300300,雙 106號以上,even;>NUMBER:106
