52858,1000723,單 177號以下,odd;<NUMBER:177
52859,1000723,單 179號以上,odd;>NUMBER:179
52858,1000723,雙 198號以下,even;<NUMBER:198
52859,1000723,雙 200號以上,even;>NUMBER:200
