81368,6400300,單 215號以下,odd;<NUMBER:215
81369,6400300,單 217號至 399號,odd;~NUMBER:217:399
81361,6400300,單 401號以上,odd;>NUMBER:401
81368,6400300,雙 300號以下,even;<NUMBER:300
81369,6400300,雙 302號至 372號,even;~NUMBER:302:372
81361,6400300,雙 374號以上,even;>NUMBER:374
