11685,6300800,單 101號以下,odd;<NUMBER:101
11686,6300800,單 103號至 137號,odd;~NUMBER:103:137
11684,6300800,單 139號至 183之   1號,odd;~NUMBER:139:183之1
11669,6300800,單 185號以上,odd;>NUMBER:185
11685,6300800,雙  40號以下,even;<NUMBER:40
11683,6300800,雙  42號至  90號,even;~NUMBER:42:90
11684,6300800,雙  92號至 174號,even;~NUMBER:92:174
11669,6300800,雙 176號以上,even;>NUMBER:176
