40670,6600800,單  99號以下,odd;<NUMBER:99
40672,6600800,單 101號以上,odd;>NUMBER:101
40670,6600800,雙 122號以下,even;<NUMBER:122
40672,6600800,雙 126號至 168號,even;~NUMBER:126:168
