30743,1000407,單 537號以下,odd;<NUMBER:537
30741,1000407,單 539號以上,odd;>NUMBER:539
30743,1000407,雙 540號以下,even;<NUMBER:540
30741,1000407,雙 542號以上,even;>NUMBER:542
