97349,1001505,單  41號以下,odd;<NUMBER:41
97342,1001505,單  43號以上,odd;>NUMBER:43
97349,1001505,雙  38號以下,even;<NUMBER:38
97342,1001505,雙  40號以上,even;>NUMBER:40
