60054,1002002,單 113號以下,odd;<NUMBER:113
60050,1002002,單 115號以上,odd;>NUMBER:115
60054,1002002,雙  44號以下,even;<NUMBER:44
60050,1002002,雙  46號以上,even;>NUMBER:46
