10368,6300600,單  19號以下,odd;<NUMBER:19
10371,6300600,單  21號以上,odd;>NUMBER:21
10368,6300600,雙  80號以下,even;<NUMBER:80
10371,6300600,雙  82號以上,even;>NUMBER:82
