23942,6500800,單 187號以下,odd;<NUMBER:187
23941,6500800,單 193號以上,odd;>NUMBER:193
23942,6500800,雙 214號以下,even;<NUMBER:214
23941,6500800,雙 216號以上,even;>NUMBER:216
