61349,1001002,單 101號以下,odd;<NUMBER:101
61347,1001002,單 103號以上,odd;>NUMBER:103
61341,1001002,雙  68號以下,even;<NUMBER:68
61347,1001002,雙  70號以上,even;>NUMBER:70
