36942,1000507,單  17號以下,odd;<NUMBER:17
36951,1000507,單  61號至  81號,odd;~NUMBER:61:81
36951,1000507,　  61巷   1弄全,=LANE:61;=ALLEY:1
36942,1000507,雙  24號以下,even;<NUMBER:24
36951,1000507,雙  32號至  36號,even;~NUMBER:32:36
