83067,6401200,單 139號以下,odd;<NUMBER:139
83044,6401200,單 141號以上,odd;>NUMBER:141
83067,6401200,雙 178號以下,even;<NUMBER:178
83044,6401200,雙 180號以上,even;>NUMBER:180
