60095,1002002,單  93號以下,odd;<NUMBER:93
60096,1002002,單  95號至 105號,odd;~NUMBER:95:105
60095,1002002,雙 104號以下,even;<NUMBER:104
60096,1002002,雙 106號至 120號,even;~NUMBER:106:120
