24148,6500200,單  89號以下,odd;<NUMBER:89
24149,6500200,單  91號至 299號,odd;~NUMBER:91:299
24150,6500200,單 301號以上,odd;>NUMBER:301
24148,6500200,雙  82號以下,even;<NUMBER:82
24149,6500200,雙  84號至 196號,even;~NUMBER:84:196
24150,6500200,雙 198號至 288號,even;~NUMBER:198:288
24151,6500200,雙 290號以上,even;>NUMBER:290
