10585,6300100,單 105號以下,odd;<NUMBER:105
10584,6300100,單 107號以上,odd;>NUMBER:107
10585,6300100,雙  22號以下,even;<NUMBER:22
10584,6300100,雙  24號以上,even;>NUMBER:24
