42342,6601000,單  71號以下,odd;<NUMBER:71
42343,6601000,單  73號至 133號,odd;~NUMBER:73:133
42344,6601000,單 135號至 177號,odd;~NUMBER:135:177
42342,6601000,雙  70號以下,even;<NUMBER:70
42343,6601000,雙  72號至 122號,even;~NUMBER:72:122
42344,6601000,雙 124號至 168號,even;~NUMBER:124:168
