26244,1000205,單  41號至 479號,=SECTION:1;odd;~NUMBER:41:479
26244,1000205,雙  28號至 522號,=SECTION:1;even;~NUMBER:28:522
26244,1000205,單  29號至 219號,=SECTION:2;odd;~NUMBER:29:219
26248,1000205,單 221號至 495號,=SECTION:2;odd;~NUMBER:221:495
26242,1000205,單 497號以上,=SECTION:2;odd;>NUMBER:497
26244,1000205,雙  20號至 210號,=SECTION:2;even;~NUMBER:20:210
26248,1000205,雙 260號至 418號,=SECTION:2;even;~NUMBER:260:418
26242,1000205,雙 572號至 960號,=SECTION:2;even;~NUMBER:572:960
