95048,1001401,單 197號以下,odd;<NUMBER:197
95049,1001401,單 251號以上,odd;>NUMBER:251
95048,1001401,雙 196號以下,even;<NUMBER:196
95049,1001401,雙 230號以上,even;>NUMBER:230
