65142,1000906,單  51號以下,odd;<NUMBER:51
65144,1000906,單  53號至 119號,odd;~NUMBER:53:119
65145,1000906,單 121號以上,odd;>NUMBER:121
65142,1000906,雙  92號以下,even;<NUMBER:92
65144,1000906,雙  94號至 162號,even;~NUMBER:94:162
65145,1000906,雙 164號以上,even;>NUMBER:164
