81268,6401100,單 405號以下,odd;<NUMBER:405
81253,6401100,單 407號以上,odd;>NUMBER:407
81268,6401100,雙 392號以下,even;<NUMBER:392
81253,6401100,雙 400號以上,even;>NUMBER:400
