40744,6600600,單  99號以下,odd;<NUMBER:99
40757,6600600,單 101號至 175號,odd;~NUMBER:101:175
40744,6600600,雙   6號至 140號,even;~NUMBER:6:140
40757,6600600,雙 156號以上,even;>NUMBER:156
