10044,6300500,單  65號以下,odd;<NUMBER:65
10045,6300500,單  67號至 119號,odd;~NUMBER:67:119
10048,6300500,單 121號至 133號,odd;~NUMBER:121:133
10066,6300500,單 135號以上,odd;>NUMBER:135
10043,6300500,雙 162號以下,even;<NUMBER:162
10048,6300500,雙 164號至 172號,even;~NUMBER:164:172
10066,6300500,雙 174號以上,even;>NUMBER:174
