90062,1001301,單  99號以下,odd;<NUMBER:99
90067,1001301,單 101號至 237號,odd;~NUMBER:101:237
90060,1001301,單 239號以上,odd;>NUMBER:239
90062,1001301,雙  86號以下,even;<NUMBER:86
90067,1001301,雙  88號至 250號,even;~NUMBER:88:250
90060,1001301,雙 252號以上,even;>NUMBER:252
