91342,1001305,單 211號以下,odd;<NUMBER:211
91347,1001305,單 213號以上,odd;>NUMBER:213
91342,1001305,雙 210號以下,even;<NUMBER:210
91347,1001305,雙 212號以上,even;>NUMBER:212
