61341,1001002,單  45號以下,odd;<NUMBER:45
61343,1001002,單  47號至 349號,odd;~NUMBER:47:349
61341,1001002,雙  34號以下,even;<NUMBER:34
61343,1001002,雙  36號至 350號,even;~NUMBER:36:350
