97361,1001505,單  31號以下,odd;<NUMBER:31
97364,1001505,單  33號以上,odd;>NUMBER:33
97361,1001505,雙 108號以下,even;<NUMBER:108
97364,1001505,雙 110號以上,even;>NUMBER:110
97363,1001505,全,=SECTION:1;all
