60048,1002001,單 355號以下,odd;<NUMBER:355
60048,1002002,單 357號以上,odd;>NUMBER:357
60048,1002001,雙 424號以下,even;<NUMBER:424
60048,1002002,雙 426號以上,even;>NUMBER:426
