30042,1001801,單  87號以下,odd;<NUMBER:87
30042,1001802,單  89號以上,odd;>NUMBER:89
30042,1001801,雙 108號以下,even;<NUMBER:108
30042,1001802,雙 110號以上,even;>NUMBER:110
