50094,1000701,單 113號以下,odd;<NUMBER:113
50051,1000701,單 115號以上,odd;>NUMBER:115
50094,1000701,雙 106號以下,even;<NUMBER:106
50060,1000701,雙 108號至 124號,even;~NUMBER:108:124
50051,1000701,雙 126號以上,even;>NUMBER:126
