81542,6401600,單  29號以下,odd;<NUMBER:29
81544,6401600,單  31號至  99號,odd;~NUMBER:31:99
81542,6401600,雙  28號以下,even;<NUMBER:28
81544,6401600,雙  30號至  98號,even;~NUMBER:30:98
