64051,1000901,單  59號以下,odd;<NUMBER:59
64052,1000901,單  61號至 347號,odd;~NUMBER:61:347
64071,1000901,單 349號以上,odd;>NUMBER:349
64051,1000901,雙  66號以下,even;<NUMBER:66
64052,1000901,雙  68號至 340號,even;~NUMBER:68:340
64071,1000901,雙 342號以上,even;>NUMBER:342
